Country,Year,Status,Life expectancy ,Adult Mortality,infant deaths,Alcohol,percentage expenditure,Hepatitis B,Measles , BMI ,under-five deaths ,Polio,Total expenditure,Diphtheria , HIV/AIDS,GDP,Population, thinness  1-19 years, thinness 5-9 years,Income composition of resources,Schooling
Georgia,2008,Developing,73.9,128,1,7.17,151.762567,89,56,5.5,1,9,8.99,92,0.1,3174.9491,43,2.6,2.8,0.735,13.1
Georgia,2007,Developing,74.4,12,1,8.65,106.164686,94,44,49.9,1,88,8.17,98,0.1,2492.12878,482,2.7,2.9,0.722,12.5
Georgia,2006,Developing,73.9,126,1,6.18,110.1138286,84,334,49.2,1,89,8.39,88,0.1,1872.68416,4136,2.7,2.9,0.714,12.6
Georgia,2005,Developing,73.9,128,1,4.7,9.444875415,79,1356,48.6,1,82,8.6,82,0.1,153.57521,419,2.8,2.9,0.703,12.2
Georgia,2004,Developing,72.3,134,1,3.74,7.132564768,64,6847,48.1,1,66,8.53,78,0.1,127.367228,4245,2.8,3,0.694,12
Georgia,2003,Developing,72.7,132,1,3.36,70.54185252,48,216,47.5,2,74,8.49,75,0.1,928.18227,431,2.9,3,0.684,11.8
Georgia,2002,Developing,71.7,142,2,2.72,60.55818291,51,199,47,2,89,8.72,84,0.1,779.3845935,4357,2.9,3,0.677,11.8
Georgia,2001,Developing,73,121,2,2.76,57.10318825,61,35,46.5,2,83,7.82,87,0.1,733.974142,43864,3,3.1,0.673,11.7
Georgia,2000,Developing,71.8,129,2,3.28,47.81704183,55,50,46,2,81,6.94,8,0.1,691.997711,44183,3.1,3.1,0,11.4
India,2015,Developing,68.3,181,910,,0,87,90387,18.7,1100,86,,87,0.2,1613.18878,1395398,26.7,27.3,0.615,11.6
India,2014,Developing,68,184,957,3.07,86.52153895,79,79563,18.1,1200,84,4.69,85,0.2,1573.11889,1293859294,26.8,27.4,0.607,11.6
India,2013,Developing,67.6,187,1000,3.11,67.67230438,7,13822,17.5,1300,82,4.53,83,0.2,1452.195373,127856227,26.8,27.5,0.599,11.5
India,2012,Developing,67.3,19,1100,3.1,64.96964491,73,18668,17,1400,79,4.39,82,0.2,1446.98541,126365852,26.9,27.6,0.59,11.3
India,2011,Developing,66.8,193,1100,3,64.6059005,44,33634,16.4,1500,79,4.33,82,0.2,1461.671957,124723629,26.9,27.7,0.58,10.8
India,2010,Developing,66.4,196,1200,2.77,57.73359864,38,31458,15.9,1600,76,4.28,79,0.2,1345.77153,12398691,27,27.8,0.569,10.4
India,2009,Developing,66,2,1300,2.5,0.844186331,37,56188,15.4,1700,73,4.38,74,0.2,19.317765,121427132,27,27.8,0.563,10.5
India,2008,Developing,65.5,23,1300,1.93,43.03043312,29,44258,14.9,1800,69,4.34,7,0.3,991.484634,119714696,27,27.9,0.556,10.2
India,2007,Developing,65.2,26,1400,1.59,5.234770324,6,41144,14.4,1900,67,4.23,64,0.3,118.166373,1179681239,27.1,28,0.546,9.9
India,2006,Developing,64.8,28,1500,1.37,34.85942671,6,64185,13.9,2000,66,4.25,65,0.3,792.259698,1161977719,27.1,28,0.536,9.7
India,2005,Developing,64.4,211,1500,1.27,3.5096369,8,36711,13.5,2000,65,4.28,65,0.3,77.819,1144118674,27.2,28.1,0.526,9.4
India,2004,Developing,64,214,1600,1.2,27.33800857,6,55443,13,2100,58,4.22,63,0.3,621.3183767,1126135777,27.2,28.2,0.518,9.2
India,2003,Developing,63.7,216,1700,1.19,19.4808682,,47147,12.6,2200,57,4.3,61,0.3,541.1352279,11827848,27.3,28.3,0.505,8.6
India,2002,Developing,63.3,219,1700,1.1,17.81205644,,40044,12.2,2300,58,4.4,59,0.3,466.2842,18987112,27.4,28.4,0.499,8.4
India,2001,Developing,62.9,222,1800,1,19.00340606,,51780,11.8,2400,58,4.5,59,0.3,447.138966,171477855,27.5,28.5,0.494,8.3
India,2000,Developing,62.5,224,1800,0.93,19.26615743,,38835,11.4,2500,57,4.26,58,0.3,438.864634,1535912,27.7,28.6,0.489,8.3
Indonesia,2015,Developing,69.1,176,114,,0,78,15099,27.4,136,8,,78,0.3,3336.16686,258162113,1.4,1.2,0.686,12.9
Indonesia,2014,Developing,68.9,179,119,0.09,200.0684443,78,12943,26.5,142,8,2.85,78,0.3,3491.595887,255131116,1.4,1.2,0.682,12.9
Indonesia,2013,Developing,68.7,181,124,0.09,22.8478308,85,8419,25.6,148,86,2.93,85,0.3,362.663981,25232263,1.5,1.3,0.677,12.9
Indonesia,2012,Developing,68.5,183,129,0.08,254.4688257,83,15489,24.7,154,84,2.9,83,0.3,3687.953996,248883232,1.5,1.4,0.669,12.6
Indonesia,2011,Developing,68.3,185,134,0.08,211.8783404,81,21893,23.8,161,81,2.71,81,0.3,3634.27685,24577511,1.6,1.5,0.662,12.3
Indonesia,2010,Developing,68.1,187,138,0.08,190.5453646,83,18869,22.9,167,82,2.74,81,0.3,3113.48635,242524123,1.6,1.5,0.656,12.1
Indonesia,2009,Developing,67.9,189,143,0.08,125.7980678,82,20818,22.1,174,85,2.83,78,0.3,2254.44566,23934478,1.7,1.6,0.645,11.7
Indonesia,2008,Developing,67.7,189,149,0.07,10.26341108,82,15369,21.3,181,83,2.81,77,0.2,216.52766,236159276,1.7,1.7,0.641,11.7
Indonesia,2007,Developing,67.5,19,154,0.06,102.633435,76,19456,2.5,188,77,3.1,73,0.2,1855.93915,232989141,1.8,1.7,0.638,11
Indonesia,2006,Developing,67.3,191,159,0.06,72.0159316,66,20422,19.7,194,78,2.91,72,0.1,1586.254,22983822,1.8,1.8,0.632,10.9
Indonesia,2005,Developing,67.2,19,163,0.06,5.381782562,65,15853,19,201,79,2.79,72,0.1,126.928834,22671273,1.9,1.9,0.629,11.1
Indonesia,2004,Developing,65.3,213,174,0.06,55.36107207,64,29171,18.2,237,79,2.37,71,0.1,1148.56996,223614649,1.9,1.9,0.624,11
Indonesia,2003,Developing,66.9,189,173,0.05,8.460155758,64,24457,17.5,215,8,2.53,71,0.1,164.59447,22545214,1.9,11,0.613,10.8
Indonesia,2002,Developing,66.7,189,177,0.05,43.17867291,63,14492,16.7,222,8,2.27,7,0.1,899.5556857,2175859,11,11.1,0.608,10.6
Indonesia,2001,Developing,66.5,188,182,0.06,33.95837125,62,3825,16,229,77,2.23,76,0.1,747.9817455,2145652,11,11.1,0.604,10.6
Indonesia,2000,Developing,66.3,188,187,0.06,3.43334364,65,3344,15.4,237,72,1.98,75,0.1,78.92744,21154429,11,11.2,0.597,10.7
Iran (Islamic Republic of),2015,Developing,75.5,83,18,,0,98,615,59.7,21,98,,98,0.1,,,8.5,8.6,0.774,14.8
Iran (Islamic Republic of),2014,Developing,75.4,83,19,0.01,0,99,99,58.5,22,99,6.89,99,0.1,,,8.3,8.4,0.77,14.9
Iran (Islamic Republic of),2013,Developing,75.3,83,20,0.01,0,99,189,57.2,23,98,6.49,98,0.1,,,8.2,8.3,0.769,15
Iran (Islamic Republic of),2012,Developing,75.1,85,21,0.01,0,98,332,56,24,99,6.98,99,0.1,,,8,8.2,0.755,13.6
Iran (Islamic Republic of),2011,Developing,74.7,93,22,0.03,0,99,73,54.8,25,99,7.12,99,0.1,,,7.9,8.1,0.745,13.1
Iran (Islamic Republic of),2010,Developing,74.1,16,22,0.03,0,99,538,53.6,26,99,8.2,99,0.1,,,7.8,8,0.735,12.9
Iran (Islamic Republic of),2009,Developing,73.3,122,23,0.03,0,99,262,52.5,27,99,7.63,99,0.1,,,7.7,7.9,0.728,12.8
Iran (Islamic Republic of),2008,Developing,72.7,135,24,0.02,0,99,127,51.4,28,99,6.28,99,0.1,,,7.6,7.8,0.716,12.1
Iran (Islamic Republic of),2007,Developing,72.4,138,25,0.02,0,97,133,5.4,29,98,5.84,99,0.1,,,7.5,7.8,0.704,11.8
Iran (Islamic Republic of),2006,Developing,72.2,139,26,0.02,0,98,220,49.4,30,99,5.95,98,0.1,,,7.4,7.7,0.692,11.4
Iran (Islamic Republic of),2005,Developing,72,139,27,0.01,0,94,7,48.5,32,95,6.6,95,0.1,,,7.4,7.7,0.687,11.4
Iran (Islamic Republic of),2004,Developing,71.8,139,28,0.01,0,95,3,47.6,33,98,5.89,99,0.1,,,7.4,7.7,0.686,11.8
Iran (Islamic Republic of),2003,Developing,75,154,29,0.01,0,98,11644,46.9,35,99,5.42,99,0.1,,,7.5,7.7,0.679,11.8
Iran (Islamic Republic of),2002,Developing,71.2,142,31,0.01,0,99,9554,46.2,37,99,5.39,99,0.1,,,7.6,7.7,0.674,11.9
Iran (Islamic Republic of),2001,Developing,78,146,33,0.01,0,94,9582,45.5,40,95,5.2,96,0.1,,,7.7,7.8,0.666,11.6
Iran (Islamic Republic of),2000,Developing,73,15,35,0.01,0,99,11874,44.9,43,99,4.47,99,0.1,,,7.8,7.9,0.66,11.6
Iraq,2015,Developing,68.9,182,32,,0,56,1433,59.1,38,63,,58,0.1,4974.2693,36115649,5.3,5.1,0.649,10.1
Iraq,2014,Developing,67.9,199,32,0.01,43.5240801,62,1317,58.5,39,67,5.54,64,0.1,673.74737,3568,5.3,5.1,0.658,10.1
Iraq,2013,Developing,69.5,17,32,0.01,447.3695001,66,669,57.8,39,7,5.92,68,0.1,6925.22446,33883145,5.3,5.1,0.659,10.3
Iraq,2012,Developing,76,147,32,0.01,429.6625083,61,15,57.2,39,7,5.26,69,0.1,6651.12242,32776571,5.3,5.1,0.656,10.5
Iraq,2011,Developing,77,144,32,0.17,285.119726,77,15,56.5,39,8,3.32,79,0.1,5854.614497,3172753,5.3,5.1,0.649,10.4
Iraq,2010,Developing,76,145,32,0.19,21.82252494,72,492,55.8,39,74,3.82,74,0.1,452.74948,376271,5.3,5.1,0.646,10.4
Iraq,2009,Developing,74,148,32,0.2,185.6366983,75,30328,55.2,39,78,4.65,78,0.1,3735.144836,29894652,5.4,5.1,0.643,10.3
Iraq,2008,Developing,69.3,167,32,0.17,192.1562998,66,5494,54.5,38,71,3.93,69,0.1,4521.3247,29111417,5.4,5.1,0.638,10.3
Iraq,2007,Developing,65.9,227,31,0.14,146.7606488,56,230,53.8,38,74,3.69,57,0.1,3129.224922,2839433,5.4,5.1,0.636,10.2
Iraq,2006,Developing,64.7,249,31,0.03,75.25799773,59,474,53.2,38,63,3,59,0.1,2351.812429,27697912,5.4,5.1,0.631,10.2
Iraq,2005,Developing,66.8,29,31,0.18,59.18845152,65,908,52.5,37,69,4.13,65,0.1,1849.63911,278426,5.4,5.2,0.628,10.1
Iraq,2004,Developing,67.2,21,30,0.32,44.12059646,62,9081,51.9,37,69,5.61,74,0.1,1391.816923,2631669,5.4,5.2,0.603,9.8
Iraq,2003,Developing,66.5,213,30,0.07,0,63,0,51.3,37,73,4.36,75,0.1,,25627626,5.5,5.2,0.616,9.4
Iraq,2002,Developing,74,14,30,0.15,0,65,0,5.6,37,76,,77,0.1,,24939299,5.5,5.3,0.614,9.1
Iraq,2001,Developing,72,142,30,0.17,0,66,4088,5.1,37,8,,78,0.1,,24251649,5.6,5.3,0.607,8.7
Iraq,2000,Developing,70,144,30,0.2,0,67,726,49.5,37,83,,8,0.1,,23565413,5.6,5.4,0.603,8.6
Palestin,2015,Developing,82.5,58,0,,0,96,80,64.9,1,95,,95,0.1,35729.37253,8381,1.2,1.1,0.898,16
Palestin,2014,Developing,82.2,6,1,2.62,4348.33531,97,6,64.6,1,95,7.81,95,0.1,37582.84624,82157,1.2,1.1,0.895,16
Palestin,2013,Developing,82.1,61,1,2.69,4279.895512,97,50,64.2,1,96,7.89,96,0.1,36393.66932,8595,1.2,1.1,0.891,15.9
Palestin,2012,Developing,81.8,6,1,2.78,3830.184587,97,211,63.8,1,94,7.73,94,0.1,32569.59683,7915,1.2,1.1,0.889,15.9
Palestin,2011,Developing,81.8,61,1,2.67,3793.161624,98,70,63.4,1,94,7.39,94,0.1,33657.15727,77658,1.2,1.1,0.883,15.8
Palestin,2010,Developing,81.7,61,1,2.63,409.4109292,97,23,63,1,95,7.36,95,0.1,3661.994,76236,1.2,1.1,0.878,15.7
Palestin,2009,Developing,81.5,63,1,2.55,508.6645438,98,5,62.6,1,96,7.46,96,0.1,27795.87671,74856,1.2,1.1,0.876,15.6
Palestin,2008,Developing,81,65,1,2.47,471.5533294,99,931,62.1,1,94,7.33,94,0.1,29657.4421,7388,1.1,1.1,0.877,15.8
Palestin,2007,Developing,84,68,1,2.33,4.3451016,99,539,61.6,1,95,7.37,95,0.1,258.637,7181,1.1,1.1,0.872,15.7
Palestin,2006,Developing,84,68,1,2.23,33.58620657,96,9,61.1,1,94,7.38,95,0.1,2195.1769,7537,1.1,1.1,0.87,15.7
Palestin,2005,Developing,80,71,1,2.41,250.9343317,96,2,6.6,1,95,7.44,93,0.1,2611.17931,6931,1.1,1.1,0.866,15.8
Palestin,2004,Developing,81,69,1,2.23,1895.342792,99,116,6.1,1,95,7.35,95,0.1,19888.172,689,1.1,1.1,0.863,15.9
Palestin,2003,Developing,79.7,71,1,2.32,1731.755747,98,124,59.6,1,93,7.44,93,0.1,18946.99942,66897,1.1,1.1,0.863,16
Palestin,2002,Developing,79.3,74,1,2.47,1701.195787,98,2,59.2,1,91,7.49,9,0.1,18431.15696,657,1.1,1.1,0.855,15.3
Palestin,2001,Developing,79.3,74,1,2.53,22.27332618,96,19,58.7,1,93,7.61,92,0.1,236.19646,6439,1.1,1.1,0.85,15.1
Palestin,2000,Developing,78.9,76,1,2.53,199.9341033,98,36,58.3,1,93,7.13,93,0.1,2152.1432,6289,1.1,1.1,0.845,15.2
Japan,2015,Developed,83.7,55,2,,0,,35,29,3,99,,96,0.1,34474.13736,127141,2.1,1.8,0.902,15.3
Japan,2014,Developed,83.5,57,2,0.01,88.83362243,,462,28.6,3,99,1.23,96,0.1,3896.21151,127276,2,1.7,0.899,15.3
Japan,2013,Developed,83.5,56,2,7.55,94.43428615,,229,28.2,3,99,1.25,96,0.1,4454.44746,127445,2,1.7,0.894,15.3
Japan,2012,Developed,83.3,58,2,7.39,121.5869163,,228,27.8,3,99,1.17,97,0.1,4863.47665,127629,1.9,1.7,0.889,15.3
Japan,2011,Developed,82.5,64,3,7.39,9498.729062,,434,27.4,4,96,1.7,97,0.1,48167.99727,127833,1.9,1.6,0.884,15.1
Japan,2010,Developed,83,62,3,6.9,863.0061491,,450,26.9,4,98,9.58,97,0.1,4457.67639,1287,1.9,1.6,0.879,15.1
Japan,2009,Developed,83,64,3,7.09,899.1785285,,741,26.4,4,99,9.51,97,0.1,4855.17564,12847,1.8,1.6,0.881,15
Japan,2008,Developed,82.7,66,3,7.11,7313.175418,,11015,25.9,4,98,8.6,98,0.1,39339.29757,12863,1.8,1.5,0.88,15
Japan,2007,Developed,82.6,67,3,7.29,6599.995239,,0,25.4,4,97,8.25,98,0.1,35275.22843,1281,1.8,1.5,0.877,15
Japan,2006,Developed,82.4,68,3,7.49,6502.136974,,520,24.9,4,95,8.19,98,0.1,35433.98896,127854,1.7,1.5,0.873,14.9
Japan,2005,Developed,82,69,3,7.99,6799.664423,,0,24.4,4,95,8.18,98,0.1,37217.64873,127773,1.7,1.5,0.87,14.9
Japan,2004,Developed,82.1,68,3,7.7,6746.281299,,8752,23.8,4,97,8.3,99,0.1,37688.72234,127761,1.7,1.4,0.866,14.8
Japan,2003,Developed,81.9,7,3,7.83,578.7254273,,8286,23.4,5,97,8,97,0.1,3488.3992,127718,1.7,1.4,0.863,14.8
Japan,2002,Developed,81.8,7,3,7.87,5250.249188,,33812,22.9,5,89,7.85,96,0.1,32289.3554,127445,1.7,1.4,0.86,14.7
Japan,2001,Developed,81.5,72,4,8.03,5486.51208,,22552,22.5,5,81,7.75,95,0.1,33846.46564,127149,1.7,1.4,0.856,14.6
Japan,2000,Developed,81.1,74,4,7.97,5926.296654,,22497,22.2,5,98,7.53,85,0.1,38532.488,126843,1.6,1.4,0.852,14.5
Jordan,2015,Developing,74.1,112,4,,0,99,0,65.6,4,99,,99,0.1,496.99275,915932,4,4,0.741,13.1
Jordan,2014,Developing,74,113,4,0.41,63.8784522,98,20,64.8,4,98,7.45,98,0.1,466.94775,88936,3.9,3.9,0.737,13.1
Jordan,2013,Developing,73.9,114,4,0.4,546.6235156,98,120,64,4,98,7.23,98,0.1,3992.86717,8413464,3.9,3.9,0.737,13.1
Jordan,2012,Developing,73.7,115,4,0.41,67.70171064,98,3,63.2,4,98,8,98,0.1,387.753211,7992573,3.9,3.9,0.735,12.9
Jordan,2011,Developing,73.6,116,4,0.43,68.86623298,98,0,62.4,4,98,8.39,98,0.1,387.324145,7574943,3.8,3.9,0.737,13.1
Jordan,2010,Developing,73.4,117,4,0.51,715.9709092,98,0,61.7,4,98,8.42,98,0.1,3679.19275,718239,3.8,3.8,0.739,13.2
Jordan,2009,Developing,73.3,118,4,0.59,668.7447334,98,0,6.9,4,98,9.54,98,0.1,3492.1396,6821116,3.8,3.8,0.742,13.6
Jordan,2008,Developing,73.1,119,4,0.61,535.2786404,97,2,6.1,4,98,8.78,97,0.1,3385.69665,6489822,3.8,3.8,0.739,13.6
Jordan,2007,Developing,73,12,4,0.6,373.2628643,98,41,59.3,4,98,8.35,98,0.1,2762.86354,6193191,3.8,3.8,0.736,13.6
Jordan,2006,Developing,72.8,121,4,0.59,313.3626015,98,1,58.6,4,98,8.8,98,0.1,2537.349,5934232,3.9,3.8,0.733,13.7
Jordan,2005,Developing,72.4,127,4,0.55,27.44252286,95,28,57.8,4,95,8.88,95,0.1,223.83787,5714111,3.9,3.8,0.73,13.8
Jordan,2004,Developing,72.5,125,4,0.54,32.52523612,95,21,57,4,95,9.5,95,0.1,261.456882,5535595,3.9,3.8,0.723,13.5
Jordan,2003,Developing,72.3,127,4,0.54,228.7838108,97,76,56.3,4,97,9.15,97,0.1,1889.213962,5396774,3.9,3.9,0.717,13.2
Jordan,2002,Developing,72.1,129,4,0.54,259.1572375,95,19,55.5,4,95,9.68,95,0.1,1812.288374,5287488,3.9,3.9,0.712,13
Jordan,2001,Developing,71.9,131,4,0.55,248.697463,97,61,54.8,4,97,9.9,99,0.1,1728.2659,5193482,4,3.9,0.706,12.7
Jordan,2000,Developing,71.7,133,4,0.49,227.296617,93,32,54,4,94,9.65,91,0.1,1657.889256,51313,4,4,0.7,12.6
Kazakhstan,2015,Developing,72,198,4,,0,98,526,53.1,5,98,,98,0.1,159.9817,17544126,2.4,2.5,0.793,15
Kazakhstan,2014,Developing,69.9,22,5,6.29,24.44473709,95,321,52.3,5,95,4.36,95,0.1,1286.56511,17289224,2.4,2.5,0.789,15
Kazakhstan,2013,Developing,69.5,28,5,6.48,26.4072659,99,73,51.4,6,98,4.3,98,0.1,1389.8561,1735275,2.4,2.5,0.782,15
Kazakhstan,2012,Developing,69.1,214,6,6.82,235.3566066,95,55,5.6,7,98,4.32,99,0.1,12387.18982,16791425,2.4,2.5,0.774,14.7
Kazakhstan,2011,Developing,68.5,224,7,6.63,179.170133,99,127,49.9,7,99,4.6,99,0.1,11634.42422,165566,2.3,2.5,0.766,14.4
Kazakhstan,2010,Developing,67.8,236,7,6.83,11.1516268,99,4,49.2,8,98,4.42,99,0.1,97.649972,16321581,2.3,2.5,0.763,14.5
Kazakhstan,2009,Developing,67.8,235,7,6.64,808.243302,99,0,48.5,8,99,4.13,98,0.1,7165.2775,169271,2.3,2.5,0.758,14.6
Kazakhstan,2008,Developing,66.6,258,8,7.6,708.3285785,99,20,47.9,9,99,3.65,99,0.1,8513.564645,15674,2.4,2.5,0.758,14.6
Kazakhstan,2007,Developing,65.3,288,8,7.44,499.730412,94,13,47.3,9,94,3.19,93,0.1,6771.414797,15484192,2.4,2.5,0.754,14.7
Kazakhstan,2006,Developing,65,295,8,7.08,76.19868936,99,109,46.8,9,99,3.73,99,0.1,5291.57565,153884,2.4,2.5,0.747,14.3
Kazakhstan,2005,Developing,64.6,294,8,6.94,351.8603267,94,16118,46.3,9,99,4.7,98,0.1,3771.278957,1514729,2.4,2.5,0.737,13.9
Kazakhstan,2004,Developing,64.7,287,8,6.55,33.91660183,99,2204,45.8,9,99,3.95,82,0.1,2874.288291,1512985,2.5,2.6,0.725,13.5
Kazakhstan,2003,Developing,64.4,282,8,6.58,23.43400762,99,24,45.3,9,99,3.7,99,0.1,268.123657,149918,2.5,2.6,0.714,13.1
Kazakhstan,2002,Developing,64.7,276,8,5.99,145.1022528,95,18,44.8,9,95,3.61,95,0.1,1658.31146,14858948,2.6,2.6,0.7,12.7
Kazakhstan,2001,Developing,64.4,284,8,5.75,12.60883976,95,94,44.4,10,95,3.47,95,0.1,149.926751,14858335,2.6,2.7,0.685,12.3
Kazakhstan,2000,Developing,63.9,292,9,6,112.541157,99,245,43.9,10,96,4.16,97,0.1,1229.958,14883626,2.7,2.7,0.676,12.1
Kuwait,2015,Developing,74.7,81,0,,0,99,18,71.4,1,99,,99,0.1,28975.418,,3.5,3.4,0.799,13.3
Kuwait,2014,Developing,74.6,82,0,0.01,2480.896965,96,55,7.8,1,94,3.4,95,0.1,42996.4812,,3.4,3.4,0.787,13
Kuwait,2013,Developing,74.5,83,1,0.01,2792.677582,99,62,7.2,1,99,2.56,99,0.1,48399.9581,,3.4,3.3,0.796,13.1
Kuwait,2012,Developing,74.3,84,1,0.01,2957.973963,98,27,69.5,1,98,2.57,98,0.1,51264.7134,,3.4,3.3,0.794,13.2
Kuwait,2011,Developing,74.2,85,1,0.02,2785.097712,99,32,69,1,99,2.62,99,0.1,48268.5912,,3.3,3.2,0.792,13.4
Kuwait,2010,Developing,74,86,1,0.01,2009.575605,99,13,68.4,1,98,2.76,98,0.1,38497.61696,,3.3,3.2,0.79,13.5
Kuwait,2009,Developing,73.9,87,1,0.1,3001.628237,99,0,67.9,1,99,3.87,99,0.1,37567.3121,,3.3,3.2,0.788,13.6
Kuwait,2008,Developing,73.8,88,1,0.03,2078.392748,99,0,67.5,1,99,1.93,99,0.1,55571.9986,,3.3,3.1,0.787,13.8
Kuwait,2007,Developing,73.7,89,1,0.03,2555.303869,99,0,67.1,1,99,2.13,99,0.1,45793.97614,,3.2,3.1,0.787,13.9
Kuwait,2006,Developing,73.6,89,1,0.01,2443.444275,99,0,66.7,1,99,2.25,99,0.1,42717.55725,,3.2,3.1,0.787,14.1
Kuwait,2005,Developing,73.6,9,0,0.01,239.5751391,99,10,66.3,1,99,2.38,99,0.1,3549.26132,,3.2,3.1,0.789,14.2
Kuwait,2004,Developing,73.5,91,0,0.02,1731.073528,94,23,65.9,1,98,2.76,98,0.1,26921.8278,,3.2,3,0.791,14.4
Kuwait,2003,Developing,73.4,93,0,0.03,159.0098727,99,0,65.5,1,99,3.23,99,0.1,2271.56961,,3.2,3,0.788,14.1
Kuwait,2002,Developing,73.3,94,0,0.01,1209.680547,99,0,65,1,99,3.56,99,0.1,17789.41981,,3.2,3,0.785,13.9
Kuwait,2001,Developing,73.2,95,0,0.01,113.1997845,99,0,64.5,1,99,3.61,99,0.1,1654.96761,,3.2,3,0.786,14
Kuwait,2000,Developing,73.2,96,0,0.01,959.925862,95,6,64,1,94,2.51,98,0.1,18389.38433,,3.2,3.1,0.786,14.1
Kyrgyzstan,2015,Developing,71.1,166,3,,0,97,17779,44.9,3,97,,97,0.1,,,3.3,3.4,0.662,13
Kyrgyzstan,2014,Developing,78,17,3,0.01,0,96,318,43.9,4,95,6.48,96,0.1,,,3.3,3.4,0.656,12.8
Kyrgyzstan,2013,Developing,77,174,3,0.01,0,97,1,43,4,97,6.68,97,0.1,,,3.3,3.3,0.647,12.5
Kyrgyzstan,2012,Developing,69.9,18,3,0.01,0,96,0,42.2,4,94,6.97,96,0.1,,,3.2,3.3,0.638,12.3
Kyrgyzstan,2011,Developing,69.4,188,4,3.28,0,96,222,41.4,4,94,6.18,96,0.2,,,3.2,3.3,0.632,12.1
Kyrgyzstan,2010,Developing,68.8,199,4,2.73,0,96,0,4.7,4,88,6.66,96,0.1,,,3.2,3.3,0.631,12.2
Kyrgyzstan,2009,Developing,68.5,21,4,2.39,0,96,1,4.1,4,96,6.79,95,0.1,,,3.3,3.4,0.629,12.4
Kyrgyzstan,2008,Developing,67.6,217,4,2.53,0,97,16,39.5,4,95,6.7,95,0.2,,,3.3,3.4,0.624,12.6
Kyrgyzstan,2007,Developing,67.2,229,4,2.77,0,94,40,39,4,94,6.87,94,0.1,,,3.3,3.4,0.618,12.6
Kyrgyzstan,2006,Developing,66.7,234,4,2.48,0,9,27,38.5,4,93,6.73,92,0.1,,,3.3,3.4,0.613,12.5
Kyrgyzstan,2005,Developing,66.9,224,4,2.81,0,97,53,38,4,98,5.82,98,0.1,,,3.4,3.4,0.612,12.4
Kyrgyzstan,2004,Developing,67.1,218,4,3.41,0,99,8,37.5,4,98,5.57,99,0.1,,,3.4,3.4,0.609,12.5
Kyrgyzstan,2003,Developing,66.6,217,4,3.52,0,99,6,37,4,98,5.43,98,0.1,,,3.5,3.5,0.602,12.2
Kyrgyzstan,2002,Developing,66.7,215,4,3.31,0,99,2,36.5,5,99,5.43,98,0.1,,,3.5,3.5,0.601,12.1
Kyrgyzstan,2001,Developing,67.2,217,4,2.62,0,57,17,36,5,99,4.79,99,0.1,,,3.6,3.6,0.593,11.8
Kyrgyzstan,2000,Developing,66.6,225,4,2.13,0,44,16,35.6,5,99,4.68,99,0.1,,,3.6,3.6,0.586,11.4
Lebanon,2015,Developing,74.9,98,1,,0,81,39,66.1,1,75,,81,0.1,846.632851,5851479,4.9,4.9,0.763,13.3
Lebanon,2014,Developing,74.8,99,1,1.32,140.3771361,81,112,65.4,1,75,6.39,81,0.1,8161.4614,563279,4.8,4.9,0.763,13.3
Lebanon,2013,Developing,74.9,97,1,1.29,14.55610463,81,1761,64.9,1,75,6.63,81,0.1,846.285153,527612,4.8,4.8,0.766,13.3
Lebanon,2012,Developing,75,93,1,1.53,151.1526829,81,9,64.4,1,75,6.99,81,0.1,8787.94668,491644,4.8,4.8,0.763,13.3
Lebanon,2011,Developing,75,93,1,1.57,835.0626827,81,9,64,1,75,7.12,81,0.1,8734.9653,4588368,4.7,4.7,0.758,13.2
Lebanon,2010,Developing,74.9,94,1,1.58,805.3956346,81,12,63.5,1,75,7.19,81,0.1,8763.826274,4337141,4.7,4.7,0.752,13.3
Lebanon,2009,Developing,74.7,95,1,1.62,8.140373615,81,22,63,1,75,7.42,81,0.1,84.268878,4183156,4.7,4.7,0.746,13.2
Lebanon,2008,Developing,74.5,98,1,1.67,69.13924862,81,24,62.5,1,75,8.7,81,0.1,712.775759,411147,4.7,4.7,0.74,13.1
Lebanon,2007,Developing,74.4,98,1,1.72,8.906931168,8,373,61.9,1,75,8.9,8,0.1,614.271115,486466,4.7,4.6,0.731,12.9
Lebanon,2006,Developing,74.1,1,1,1.82,534.5795695,78,956,61.4,1,75,8.83,78,0.1,5372.65899,45735,4.7,4.6,0.733,13.2
Lebanon,2005,Developing,73.9,11,1,1.94,630.0540723,77,618,6.8,1,74,8.42,77,0.1,5339.441291,3986852,4.7,4.6,0,13.7
Lebanon,2004,Developing,73.7,13,1,2.1,618.3614858,75,213,6.2,1,74,8.91,75,0.1,5424.22356,3863267,4.7,4.6,0,14.2
Lebanon,2003,Developing,73.5,15,1,2.19,527.9176618,74,526,59.7,1,74,9.3,74,0.1,5425.6697,371464,4.8,4.7,0,14.8
Lebanon,2002,Developing,73.2,17,1,1.98,70.13207838,77,36,59.1,1,77,1.5,77,0.1,5436.595223,3522837,4.8,4.7,0,15.2
Lebanon,2001,Developing,73,11,1,2.19,510.6035166,8,8,58.6,1,8,1.9,8,0.1,5253.122599,3359859,4.9,4.7,0,15
Lebanon,2000,Developing,72.7,112,1,2.26,404.3879434,83,5,57.9,1,83,1.86,83,0.1,5334.93329,3235366,4.9,4.8,0,14.9
